"","CITY","COUNTY","PIN","YEAR","NUMSTUDS","WHITE","BLACK","DISTRICT","YEAR_LIFTED","region","DISMISSED","PRIVATE"
"1067","CROSSVILLE","DEKALB COUNTY","A9900003","2001",67,57,3,"DEKALB COUNTY","2006","COUNTY",1,1
"1068","CULLMAN","CULLMAN COUNTY","00001208","2003",135,134,0,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1069","CULLMAN","CULLMAN COUNTY","00001208","1999",149,148,0,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1070","CULLMAN","CULLMAN COUNTY","00000135","1997",197,192,0,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1071","CULLMAN","CULLMAN COUNTY","02113067","2013",168,112,1,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1072","CULLMAN","CULLMAN COUNTY","00000135","1993",166,164,0,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1073","CULLMAN","CULLMAN COUNTY","A0900020","2009",85,83,0,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1074","CULLMAN","CULLMAN COUNTY","00000135","2009",113,102,1,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1075","CULLMAN","CULLMAN COUNTY","02113067","2009",155,137,3,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1076","CULLMAN","CULLMAN COUNTY","02113067","2005",133,113,5,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1077","CULLMAN","CULLMAN COUNTY","02113067","1999",134,116,4,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1078","CULLMAN","CULLMAN COUNTY","02113067","1995",124,110,6,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1079","CULLMAN","CULLMAN COUNTY","00001208","1995",181,178,0,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1080","CULLMAN","CULLMAN COUNTY","00000135","1995",190,188,0,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1081","CULLMAN","CULLMAN COUNTY","00001208","1997",161,160,0,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1082","CULLMAN","CULLMAN COUNTY","00001208","1993",164,162,0,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1083","CULLMAN","CULLMAN COUNTY","A1170031","2011",32,30,0,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1084","CULLMAN","CULLMAN COUNTY","00001208","2013",53,50,1,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1085","CULLMAN","CULLMAN COUNTY","00000135","2007",144,139,1,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1086","CULLMAN","CULLMAN COUNTY","00000135","2013",105,96,0,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1087","CULLMAN","CULLMAN COUNTY","02113067","2003",113,106,1,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1088","CULLMAN","CULLMAN COUNTY","00001208","2009",77,70,2,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1089","CULLMAN","CULLMAN COUNTY","02113067","1993",121,105,10,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1090","CULLMAN","CULLMAN COUNTY","00000135","2003",143,137,0,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1091","CULLMAN","CULLMAN COUNTY","02113067","1997",112,101,3,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1092","CULLMAN","CULLMAN COUNTY","02113067","2001",132,120,3,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1093","CULLMAN","CULLMAN COUNTY","02113067","2007",163,139,6,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1094","CULLMAN","CULLMAN COUNTY","02113067","2011",161,113,4,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1095","CULLMAN","CULLMAN COUNTY","00001208","2011",71,66,1,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1096","CULLMAN","CULLMAN COUNTY","00001208","2005",143,142,0,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1097","CULLMAN","CULLMAN COUNTY","A0900020","2011",101,96,0,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1098","CULLMAN","CULLMAN COUNTY","00001208","2007",115,113,1,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1099","CULLMAN","CULLMAN COUNTY","00000135","2005",137,131,0,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1100","CULLMAN","CULLMAN COUNTY","00000135","2001",152,141,2,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1101","CULLMAN","CULLMAN COUNTY","00001208","2001",145,143,2,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1102","CULLMAN","CULLMAN COUNTY","00000135","2011",115,99,0,"CULLMAN COUNTY","STILL OPEN","COUNTY",0,1
"1103","CUSSETA","CHAMBERS COUNTY","A9500025","1997",90,88,2,"CHAMBERS COUNTY","STILL OPEN","COUNTY",0,1
"1104","CUSSETA","CHAMBERS COUNTY","A9500025","1999",64,61,1,"CHAMBERS COUNTY","STILL OPEN","COUNTY",0,1
"1105","CUSSETA","CHAMBERS COUNTY","A9500025","1995",74,72,0,"CHAMBERS COUNTY","STILL OPEN","COUNTY",0,1
"1106","DAPHNE","BALDWIN COUNTY","00000645","2009",467,434,3,"BALDWIN COUNTY","1977","COUNTY",1,1
"1107","DAPHNE","BALDWIN COUNTY","A0500005","2011",730,682,10,"BALDWIN COUNTY","1977","COUNTY",1,1
"1108","DAPHNE","BALDWIN COUNTY","A9500017","1995",5,5,0,"BALDWIN COUNTY","1977","COUNTY",1,1
"1109","DAPHNE","BALDWIN COUNTY","00001456","1999",503,477,8,"BALDWIN COUNTY","1977","COUNTY",1,1
"1110","DAPHNE","BALDWIN COUNTY","A0500005","2009",725,668,14,"BALDWIN COUNTY","1977","COUNTY",1,1
"1111","DAPHNE","BALDWIN COUNTY","00000645","2013",465,434,0,"BALDWIN COUNTY","1977","COUNTY",1,1
"1112","DAPHNE","BALDWIN COUNTY","00000645","1993",509,493,13,"BALDWIN COUNTY","1977","COUNTY",1,1
"1113","DAPHNE","BALDWIN COUNTY","00000645","1999",500,486,6,"BALDWIN COUNTY","1977","COUNTY",1,1
"1114","DAPHNE","BALDWIN COUNTY","A0500005","2007",712,685,8,"BALDWIN COUNTY","1977","COUNTY",1,1
"1115","DAPHNE","BALDWIN COUNTY","A0500005","2013",706,644,15,"BALDWIN COUNTY","1977","COUNTY",1,1
"1116","DAPHNE","BALDWIN COUNTY","00000645","2011",482,461,1,"BALDWIN COUNTY","1977","COUNTY",1,1
"1117","DAPHNE","BALDWIN COUNTY","A1300029","2013",50,46,3,"BALDWIN COUNTY","1977","COUNTY",1,1
"1118","DAPHNE","BALDWIN COUNTY","00000645","2005",505,480,7,"BALDWIN COUNTY","1977","COUNTY",1,1
"1119","DAPHNE","BALDWIN COUNTY","00000645","1997",476,457,13,"BALDWIN COUNTY","1977","COUNTY",1,1
"1120","DAPHNE","BALDWIN COUNTY","00001456","1997",481,455,3,"BALDWIN COUNTY","1977","COUNTY",1,1
"1121","DAPHNE","BALDWIN COUNTY","A9900020","2001",94,93,1,"BALDWIN COUNTY","1977","COUNTY",1,1
"1122","DAPHNE","BALDWIN COUNTY","00001456","1995",475,453,7,"BALDWIN COUNTY","1977","COUNTY",1,1
"1123","DAPHNE","BALDWIN COUNTY","00001456","1993",465,444,7,"BALDWIN COUNTY","1977","COUNTY",1,1
"1124","DAPHNE","BALDWIN COUNTY","00000645","2007",426,405,6,"BALDWIN COUNTY","1977","COUNTY",1,1
"1125","DAPHNE","BALDWIN COUNTY","A0500005","2005",677,657,7,"BALDWIN COUNTY","1977","COUNTY",1,1
"1126","DAPHNE","BALDWIN COUNTY","00000645","2001",473,448,9,"BALDWIN COUNTY","1977","COUNTY",1,1
"1127","DAPHNE","BALDWIN COUNTY","00000645","1995",528,503,19,"BALDWIN COUNTY","1977","COUNTY",1,1
"1128","DAPHNE","BALDWIN COUNTY","00000645","2003",478,451,13,"BALDWIN COUNTY","1977","COUNTY",1,1
"1129","DEATSVILLE","ELMORE COUNTY","A9700016","1997",8,3,5,"ELMORE COUNTY","2004","COUNTY",1,1
"1130","DECATUR","MORGAN COUNTY","00000124","1997",214,205,5,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1131","DECATUR","MORGAN COUNTY","00001944","1993",133,33,0,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1132","DECATUR","MORGAN COUNTY","A9100119","1993",230,200,25,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1133","DECATUR","MORGAN COUNTY","00001944","1997",277,68,0,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1134","DECATUR","MORGAN COUNTY","00001944","2011",381,347,17,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1135","DECATUR","MORGAN COUNTY","A9100119","1997",127,82,42,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1136","DECATUR","MORGAN COUNTY","00000124","2011",86,50,4,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1137","DECATUR","MORGAN COUNTY","A9900016","2003",61,52,3,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1138","DECATUR","MORGAN COUNTY","00000124","1995",216,206,3,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1139","DECATUR","MORGAN COUNTY","00001944","2009",337,319,13,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1140","DECATUR","MORGAN COUNTY","A9900016","2011",87,81,2,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1141","DECATUR","MORGAN COUNTY","A9900016","2009",55,46,2,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1142","DECATUR","MORGAN COUNTY","00000124","2009",119,96,4,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1143","DECATUR","MORGAN COUNTY","A0100143","2003",1,1,0,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1144","DECATUR","MORGAN COUNTY","00001944","1995",199,49,0,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1145","DECATUR","MORGAN COUNTY","A0100382","2001",42,19,2,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1146","DECATUR","MORGAN COUNTY","A9900016","2013",88,82,2,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1147","DECATUR","MORGAN COUNTY","00000124","2001",190,173,3,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1148","DECATUR","MORGAN COUNTY","A9500022","1999",8,8,0,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1149","DECATUR","MORGAN COUNTY","00000124","1993",236,224,6,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1150","DECATUR","MORGAN COUNTY","A9100119","1995",200,129,66,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1151","DECATUR","MORGAN COUNTY","A9900016","1999",95,95,0,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1152","DECATUR","MORGAN COUNTY","00000124","2007",136,111,3,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1153","DECATUR","MORGAN COUNTY","A9500022","1997",5,5,0,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1154","DECATUR","MORGAN COUNTY","00000124","2003",207,188,0,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1155","DECATUR","MORGAN COUNTY","00001944","2003",314,294,16,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1156","DECATUR","MORGAN COUNTY","00000124","1999",184,168,2,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1157","DECATUR","MORGAN COUNTY","A9100119","1999",103,53,46,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1158","DECATUR","MORGAN COUNTY","A9500022","1995",5,5,0,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1159","DECATUR","MORGAN COUNTY","00001944","2005",328,306,17,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1160","DECATUR","MORGAN COUNTY","00001944","2007",323,306,12,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1161","DECATUR","MORGAN COUNTY","00001944","2013",383,354,13,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1162","DECATUR","MORGAN COUNTY","A9900016","2001",65,63,2,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1163","DECATUR","MORGAN COUNTY","00001944","1999",301,296,5,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1164","DECATUR","MORGAN COUNTY","00001944","2001",386,360,20,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1165","DECATUR","MORGAN COUNTY","00000124","2005",182,152,3,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1166","DECATUR","MORGAN COUNTY","00000124","2013",76,53,3,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1167","DECATUR","MORGAN COUNTY","A9900016","2007",51,43,3,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1168","DECATUR","MORGAN COUNTY","A9900016","2005",59,52,1,"MORGAN COUNTY","STILL OPEN","COUNTY",0,1
"1169","DEMOPOLIS","MARENGO COUNTY","00001842","1997",18,18,0,"DEMOPOLIS CITY","1979","CITY",1,1
"1170","DEMOPOLIS","MARENGO COUNTY","A9700002","1999",6,6,0,"DEMOPOLIS CITY","1979","CITY",1,1
"1171","DEMOPOLIS","MARENGO COUNTY","00001842","1993",185,185,0,"DEMOPOLIS CITY","1979","CITY",1,1
"1172","DEMOPOLIS","MARENGO COUNTY","A1100019","2011",30,26,4,"DEMOPOLIS CITY","1979","CITY",1,1
"1173","DEMOPOLIS","MARENGO COUNTY","A9700002","1997",6,6,0,"DEMOPOLIS CITY","1979","CITY",1,1
"1174","DEMOPOLIS","MARENGO COUNTY","A9700002","2001",15,1,14,"DEMOPOLIS CITY","1979","CITY",1,1
"1175","DEMOPOLIS","MARENGO COUNTY","00001842","1999",186,186,0,"DEMOPOLIS CITY","1979","CITY",1,1
"1176","DEMOPOLIS","MARENGO COUNTY","A1100019","2013",41,37,4,"DEMOPOLIS CITY","1979","CITY",1,1
"1177","DEMOPOLIS","MARENGO COUNTY","00001842","1995",161,160,0,"DEMOPOLIS CITY","1979","CITY",1,1
"1178","DEMOPOLIS","MARENGO COUNTY","00001842","2005",136,127,9,"DEMOPOLIS CITY","1979","CITY",1,1
"1179","DEMOPOLIS","MARENGO COUNTY","00001842","2003",191,184,7,"DEMOPOLIS CITY","1979","CITY",1,1
"1180","DEMOPOLIS","MARENGO COUNTY","00001842","2001",151,151,0,"DEMOPOLIS CITY","1979","CITY",1,1
"1181","DORA","WALKER COUNTY","A0770041","2011",16,16,0,"WALKER COUNTY","1977","COUNTY",1,1
"1182","DORA","WALKER COUNTY","A0770041","2009",12,11,0,"WALKER COUNTY","1977","COUNTY",1,1
"1183","DORA","WALKER COUNTY","A0770041","2007",87,87,0,"WALKER COUNTY","1977","COUNTY",1,1
"1184","DORA","WALKER COUNTY","A0770041","2013",11,11,0,"WALKER COUNTY","1977","COUNTY",1,1
"1185","DOTHAN","HOUSTON COUNTY","A9900064","2001",404,401,1,"HOUSTON COUNTY","2008","COUNTY",1,1
"1186","DOTHAN","HOUSTON COUNTY","01926175","1997",74,54,19,"HOUSTON COUNTY","2008","COUNTY",1,1
"1187","DOTHAN","HOUSTON COUNTY","A0100264","2001",10,10,0,"HOUSTON COUNTY","2008","COUNTY",1,1
"1188","DOTHAN","HOUSTON COUNTY","A9703731","1997",17,0,17,"HOUSTON COUNTY","2008","COUNTY",1,1
"1189","DOTHAN","HOUSTON COUNTY","A0100037","2001",9,0,9,"HOUSTON COUNTY","2008","COUNTY",1,1
"1190","DOTHAN","HOUSTON COUNTY","A0100011","2001",20,3,17,"HOUSTON COUNTY","2008","COUNTY",1,1
"1191","DOTHAN","HOUSTON COUNTY","00002234","1997",727,705,16,"HOUSTON COUNTY","2008","COUNTY",1,1
"1192","DOTHAN","HOUSTON COUNTY","00002234","2011",334,326,6,"HOUSTON COUNTY","2008","COUNTY",1,1
"1193","DOTHAN","HOUSTON COUNTY","00002802","1999",371,335,30,"HOUSTON COUNTY","2008","COUNTY",1,1
"1194","DOTHAN","HOUSTON COUNTY","A9703731","2001",3,0,3,"HOUSTON COUNTY","2008","COUNTY",1,1
"1195","DOTHAN","HOUSTON COUNTY","00001503","1997",554,529,6,"HOUSTON COUNTY","2008","COUNTY",1,1
"1196","DOTHAN","HOUSTON COUNTY","A9900064","1999",170,167,1,"HOUSTON COUNTY","2008","COUNTY",1,1
"1197","DOTHAN","HOUSTON COUNTY","A9100132","2001",118,108,3,"HOUSTON COUNTY","2008","COUNTY",1,1
"1198","DOTHAN","HOUSTON COUNTY","00001503","1999",532,519,3,"HOUSTON COUNTY","2008","COUNTY",1,1
"1199","DOTHAN","HOUSTON COUNTY","A0100339","2009",9,9,0,"HOUSTON COUNTY","2008","COUNTY",1,1
"1200","DOTHAN","HOUSTON COUNTY","A9500037","2007",87,76,7,"HOUSTON COUNTY","2008","COUNTY",1,1
"1201","DOTHAN","HOUSTON COUNTY","A9500037","1995",56,52,3,"HOUSTON COUNTY","2008","COUNTY",1,1
"1202","DOTHAN","HOUSTON COUNTY","A9900019","2009",78,22,56,"HOUSTON COUNTY","2008","COUNTY",1,1
"1203","DOTHAN","HOUSTON COUNTY","A0100165","2003",7,7,0,"HOUSTON COUNTY","2008","COUNTY",1,1
"1204","DOTHAN","HOUSTON COUNTY","A0100165","2009",11,11,0,"HOUSTON COUNTY","2008","COUNTY",1,1
"1205","DOTHAN","HOUSTON COUNTY","A0100120","2009",70,69,1,"HOUSTON COUNTY","2008","COUNTY",1,1
"1206","DOTHAN","HOUSTON COUNTY","A9900019","2001",109,48,61,"HOUSTON COUNTY","2008","COUNTY",1,1
"1207","DOTHAN","HOUSTON COUNTY","00002234","2009",340,327,6,"HOUSTON COUNTY","2008","COUNTY",1,1
"1208","DOTHAN","HOUSTON COUNTY","A0100339","2001",9,9,0,"HOUSTON COUNTY","2008","COUNTY",1,1
"1209","DOTHAN","HOUSTON COUNTY","A0100165","2007",12,12,0,"HOUSTON COUNTY","2008","COUNTY",1,1
"1210","DOTHAN","HOUSTON COUNTY","K9300032","2001",4,3,1,"HOUSTON COUNTY","2008","COUNTY",1,1
"1211","DOTHAN","HOUSTON COUNTY","00002802","1995",343,314,27,"HOUSTON COUNTY","2008","COUNTY",1,1
"1212","DOTHAN","HOUSTON COUNTY","00002234","2013",316,299,3,"HOUSTON COUNTY","2008","COUNTY",1,1
"1213","DOTHAN","HOUSTON COUNTY","A0900059","2009",42,0,41,"HOUSTON COUNTY","2008","COUNTY",1,1
"1214","DOTHAN","HOUSTON COUNTY","00001503","2011",554,524,10,"HOUSTON COUNTY","2008","COUNTY",1,1
"1215","DOTHAN","HOUSTON COUNTY","A9500037","2001",66,62,3,"HOUSTON COUNTY","2008","COUNTY",1,1
"1216","DOTHAN","HOUSTON COUNTY","00001503","2009",568,556,8,"HOUSTON COUNTY","2008","COUNTY",1,1
"1217","DOTHAN","HOUSTON COUNTY","A9500037","1997",84,76,5,"HOUSTON COUNTY","2008","COUNTY",1,1
"1218","DOTHAN","HOUSTON COUNTY","A0100037","2009",22,0,21,"HOUSTON COUNTY","2008","COUNTY",1,1
"1219","DOTHAN","HOUSTON COUNTY","A9900065","1999",75,72,3,"HOUSTON COUNTY","2008","COUNTY",1,1
"1220","DOTHAN","HOUSTON COUNTY","00002802","2001",347,303,34,"HOUSTON COUNTY","2008","COUNTY",1,1
"1221","DOTHAN","HOUSTON COUNTY","A9500037","1999",116,108,5,"HOUSTON COUNTY","2008","COUNTY",1,1
"1222","DOTHAN","HOUSTON COUNTY","A0770017","2013",12,2,10,"HOUSTON COUNTY","2008","COUNTY",1,1
"1223","DOTHAN","HOUSTON COUNTY","A0100339","2003",11,11,0,"HOUSTON COUNTY","2008","COUNTY",1,1
"1224","DOTHAN","HOUSTON COUNTY","A0100037","2005",11,0,11,"HOUSTON COUNTY","2008","COUNTY",1,1
"1225","DOTHAN","HOUSTON COUNTY","BB120001","2011",22,0,15,"HOUSTON COUNTY","2008","COUNTY",1,1
"1226","DOTHAN","HOUSTON COUNTY","A0100120","2003",54,53,0,"HOUSTON COUNTY","2008","COUNTY",1,1
"1227","DOTHAN","HOUSTON COUNTY","00002802","2009",378,298,52,"HOUSTON COUNTY","2008","COUNTY",1,1
"1228","DOTHAN","HOUSTON COUNTY","A0100120","2001",54,53,1,"HOUSTON COUNTY","2008","COUNTY",1,1
"1229","DOTHAN","HOUSTON COUNTY","00002802","2007",345,275,52,"HOUSTON COUNTY","2008","COUNTY",1,1
"1230","DOTHAN","HOUSTON COUNTY","K9300032","1999",5,5,0,"HOUSTON COUNTY","2008","COUNTY",1,1
"1231","DOTHAN","HOUSTON COUNTY","A0100339","2011",8,8,0,"HOUSTON COUNTY","2008","COUNTY",1,1
"1232","DOTHAN","HOUSTON COUNTY","A9900064","2009",728,718,2,"HOUSTON COUNTY","2008","COUNTY",1,1
"1233","DOTHAN","HOUSTON COUNTY","K9300032","1995",3,3,0,"HOUSTON COUNTY","2008","COUNTY",1,1
"1234","DOTHAN","HOUSTON COUNTY","00002802","1997",352,316,31,"HOUSTON COUNTY","2008","COUNTY",1,1
"1235","DOTHAN","HOUSTON COUNTY","00001503","2013",527,495,8,"HOUSTON COUNTY","2008","COUNTY",1,1
"1236","DOTHAN","HOUSTON COUNTY","A0770017","2009",33,0,33,"HOUSTON COUNTY","2008","COUNTY",1,1
"1237","DOTHAN","HOUSTON COUNTY","01926175","1995",103,81,20,"HOUSTON COUNTY","2008","COUNTY",1,1
"1238","DOTHAN","HOUSTON COUNTY","00001503","2005",571,557,10,"HOUSTON COUNTY","2008","COUNTY",1,1
"1239","DOTHAN","HOUSTON COUNTY","00002234","1999",674,655,17,"HOUSTON COUNTY","2008","COUNTY",1,1
"1240","DOTHAN","HOUSTON COUNTY","A0100339","2007",5,4,0,"HOUSTON COUNTY","2008","COUNTY",1,1
"1241","DOTHAN","HOUSTON COUNTY","A0100111","2001",38,32,2,"HOUSTON COUNTY","2008","COUNTY",1,1
"1242","DOTHAN","HOUSTON COUNTY","00002802","2005",335,264,50,"HOUSTON COUNTY","2008","COUNTY",1,1
"1243","DOTHAN","HOUSTON COUNTY","A0900059","2013",44,1,43,"HOUSTON COUNTY","2008","COUNTY",1,1
"1244","DOTHAN","HOUSTON COUNTY","A0100120","2007",66,64,1,"HOUSTON COUNTY","2008","COUNTY",1,1
"1245","DOTHAN","HOUSTON COUNTY","A0100339","2005",12,12,0,"HOUSTON COUNTY","2008","COUNTY",1,1
"1246","DOTHAN","HOUSTON COUNTY","A9900019","1999",54,26,28,"HOUSTON COUNTY","2008","COUNTY",1,1
"1247","DOTHAN","HOUSTON COUNTY","00002234","2007",524,510,10,"HOUSTON COUNTY","2008","COUNTY",1,1
"1248","DOTHAN","HOUSTON COUNTY","A0900059","2011",46,1,44,"HOUSTON COUNTY","2008","COUNTY",1,1
"1249","DOTHAN","HOUSTON COUNTY","A0100111","2003",54,47,5,"HOUSTON COUNTY","2008","COUNTY",1,1
"1250","DOTHAN","HOUSTON COUNTY","A9900019","2005",87,46,40,"HOUSTON COUNTY","2008","COUNTY",1,1
"1251","DOTHAN","HOUSTON COUNTY","A9500037","2005",100,94,3,"HOUSTON COUNTY","2008","COUNTY",1,1
"1252","DOTHAN","HOUSTON COUNTY","A9900019","2007",83,23,58,"HOUSTON COUNTY","2008","COUNTY",1,1
"1253","DOTHAN","HOUSTON COUNTY","A0100037","2013",25,0,25,"HOUSTON COUNTY","2008","COUNTY",1,1
"1254","DOTHAN","HOUSTON COUNTY","01926175","1999",87,57,30,"HOUSTON COUNTY","2008","COUNTY",1,1
"1255","DOTHAN","HOUSTON COUNTY","A9700029","1997",115,61,50,"HOUSTON COUNTY","2008","COUNTY",1,1
"1256","DOTHAN","HOUSTON COUNTY","A9900064","2013",756,740,1,"HOUSTON COUNTY","2008","COUNTY",1,1
"1257","DOTHAN","HOUSTON COUNTY","00002234","2001",573,559,6,"HOUSTON COUNTY","2008","COUNTY",1,1
"1258","DOTHAN","HOUSTON COUNTY","A0100165","2005",12,12,0,"HOUSTON COUNTY","2008","COUNTY",1,1
"1259","DOTHAN","HOUSTON COUNTY","01926175","1993",100,73,27,"HOUSTON COUNTY","2008","COUNTY",1,1
"1260","DOTHAN","HOUSTON COUNTY","A9703731","1999",4,0,4,"HOUSTON COUNTY","2008","COUNTY",1,1
"1261","DOTHAN","HOUSTON COUNTY","00002234","2005",670,640,22,"HOUSTON COUNTY","2008","COUNTY",1,1
"1262","DOTHAN","HOUSTON COUNTY","00001503","2007",565,550,10,"HOUSTON COUNTY","2008","COUNTY",1,1
"1263","DOTHAN","HOUSTON COUNTY","A0100037","2003",5,0,5,"HOUSTON COUNTY","2008","COUNTY",1,1
"1264","DOTHAN","HOUSTON COUNTY","K9300032","1993",7,7,0,"HOUSTON COUNTY","2008","COUNTY",1,1
"1265","DOTHAN","HOUSTON COUNTY","A9500037","2011",36,31,3,"HOUSTON COUNTY","2008","COUNTY",1,1
"1266","DOTHAN","HOUSTON COUNTY","A9900064","2011",708,693,0,"HOUSTON COUNTY","2008","COUNTY",1,1
"1267","DOTHAN","HOUSTON COUNTY","A0100037","2007",16,0,16,"HOUSTON COUNTY","2008","COUNTY",1,1
"1268","DOTHAN","HOUSTON COUNTY","A9500037","2009",46,41,2,"HOUSTON COUNTY","2008","COUNTY",1,1
"1269","DOTHAN","HOUSTON COUNTY","00001503","2001",548,544,3,"HOUSTON COUNTY","2008","COUNTY",1,1
"1270","DOTHAN","HOUSTON COUNTY","A0100165","2011",12,12,0,"HOUSTON COUNTY","2008","COUNTY",1,1
"1271","DOTHAN","HOUSTON COUNTY","A0770017","2011",12,2,6,"HOUSTON COUNTY","2008","COUNTY",1,1
"1272","DOTHAN","HOUSTON COUNTY","00002234","1993",652,627,18,"HOUSTON COUNTY","2008","COUNTY",1,1
"1273","DOTHAN","HOUSTON COUNTY","00002802","1993",240,219,17,"HOUSTON COUNTY","2008","COUNTY",1,1
"1274","DOTHAN","HOUSTON COUNTY","A9900064","2003",488,481,5,"HOUSTON COUNTY","2008","COUNTY",1,1
"1275","DOTHAN","HOUSTON COUNTY","00002802","2011",431,355,55,"HOUSTON COUNTY","2008","COUNTY",1,1
"1276","DOTHAN","HOUSTON COUNTY","00001503","1995",498,472,4,"HOUSTON COUNTY","2008","COUNTY",1,1
"1277","DOTHAN","HOUSTON COUNTY","A9900064","2007",673,671,2,"HOUSTON COUNTY","2008","COUNTY",1,1
"1278","DOTHAN","HOUSTON COUNTY","A9500037","2013",59,44,8,"HOUSTON COUNTY","2008","COUNTY",1,1
"1279","DOTHAN","HOUSTON COUNTY","A0100120","2005",66,66,0,"HOUSTON COUNTY","2008","COUNTY",1,1
"1280","DOTHAN","HOUSTON COUNTY","00002802","2013",425,371,41,"HOUSTON COUNTY","2008","COUNTY",1,1
"1281","DOTHAN","HOUSTON COUNTY","00001503","1993",400,389,5,"HOUSTON COUNTY","2008","COUNTY",1,1
"1282","DOTHAN","HOUSTON COUNTY","A9500037","2003",95,84,4,"HOUSTON COUNTY","2008","COUNTY",1,1
"1283","DOTHAN","HOUSTON COUNTY","A0100111","2005",104,89,5,"HOUSTON COUNTY","2008","COUNTY",1,1
"1284","DOTHAN","HOUSTON COUNTY","A9900019","2003",72,30,42,"HOUSTON COUNTY","2008","COUNTY",1,1
