"","PIN","DISTRICT","YEAR","COUNTY","CITY","NUMSTUDS","WHITE","BLACK","YEAR_LIFTED","DISMISSED","region","PRIVATE"
"20904","5.04144623355902e-314","LAWRENCE COUNTY","2001","LAWRENCE COUNTY","COURTLAND",207,12,191,"STILL OPEN",0,"COUNTY",0
"20905","5.04144623405309e-314","LAWRENCE COUNTY","2001","LAWRENCE COUNTY","COURTLAND",139,9,122,"STILL OPEN",0,"COUNTY",0
"20906","5.04144623454715e-314","LAWRENCE COUNTY","2001","LAWRENCE COUNTY","TRINITY",727,579,111,"STILL OPEN",0,"COUNTY",0
"20907","5.04144623504122e-314","LAWRENCE COUNTY","2001","LAWRENCE COUNTY","TOWN CREEK",482,278,0,"STILL OPEN",0,"COUNTY",0
"20908","5.04144623553528e-314","LAWRENCE COUNTY","2001","LAWRENCE COUNTY","TOWN CREEK",397,251,0,"STILL OPEN",0,"COUNTY",0
"20912","5.04144623701748e-314","LAWRENCE COUNTY","2001","LAWRENCE COUNTY","MOULTON",596,422,57,"STILL OPEN",0,"COUNTY",0
"20913","5.04144623800561e-314","LAWRENCE COUNTY","2001","LAWRENCE COUNTY","MOULTON",527,464,47,"STILL OPEN",0,"COUNTY",0
"20916","5.04144623948781e-314","LAWRENCE COUNTY","2001","LAWRENCE COUNTY","DANVILLE",553,340,36,"STILL OPEN",0,"COUNTY",0
"20919","5.04144654679664e-314","LAWRENCE COUNTY","2001","LAWRENCE COUNTY","TRINITY",502,417,64,"STILL OPEN",0,"COUNTY",0
"20920","5.04144661398957e-314","LAWRENCE COUNTY","2001","LAWRENCE COUNTY","TRINITY",462,305,69,"STILL OPEN",0,"COUNTY",0
"28274","5.06318525833815e-314","MORGAN COUNTY","2001","LAWRENCE COUNTY","TRINITY",465,398,56,"STILL OPEN",0,"COUNTY",0
"28468","5.06318502217478e-314","MORGAN COUNTY","2001","LAWRENCE COUNTY","DANVILLE",359,340,11,"STILL OPEN",0,"COUNTY",0
"28470","5.0631852533975e-314","MORGAN COUNTY","2001","LAWRENCE COUNTY","DANVILLE",340,318,18,"STILL OPEN",0,"COUNTY",0
"28509","5.06318484332301e-314","MORGAN COUNTY","2001","LAWRENCE COUNTY","TRINITY",543,477,49,"STILL OPEN",0,"COUNTY",0
"28518","5.06318483838236e-314","MORGAN COUNTY","2001","LAWRENCE COUNTY","DANVILLE",452,429,17,"STILL OPEN",0,"COUNTY",0
"1339","4.95103185624369e-314","AUBURN CITY","2001","LEE COUNTY","AUBURN",260,144,93,"2002",1,"CITY",0
"1347","4.95103185476149e-314","AUBURN CITY","2001","LEE COUNTY","AUBURN",1228,799,358,"2002",1,"CITY",0
"1348","4.95103185525556e-314","AUBURN CITY","2001","LEE COUNTY","AUBURN",596,350,208,"2002",1,"CITY",0
"1382","4.95103185673776e-314","AUBURN CITY","2001","LEE COUNTY","AUBURN",329,217,91,"2002",1,"CITY",0
"1385","4.95103185723182e-314","AUBURN CITY","2001","LEE COUNTY","AUBURN",515,326,164,"2002",1,"CITY",0
"1399","4.95103185772589e-314","AUBURN CITY","2001","LEE COUNTY","AUBURN",423,262,128,"2002",1,"CITY",0
"1438","4.95103186316061e-314","AUBURN CITY","2001","LEE COUNTY","AUBURN",342,175,127,"2002",1,"CITY",0
"1440","4.95103245900378e-314","AUBURN CITY","2001","LEE COUNTY","AUBURN",389,203,151,"2002",1,"CITY",0
"1444","4.95103245653345e-314","AUBURN CITY","2001","LEE COUNTY","AUBURN",349,187,145,"2002",1,"CITY",0
"21155","5.04292819038064e-314","LEE COUNTY","2001","LEE COUNTY","LOACHAPOKA",333,11,308,"2005",1,"COUNTY",0
"21193","5.04292818741625e-314","LEE COUNTY","2001","LEE COUNTY","OPELIKA",831,631,175,"2005",1,"COUNTY",0
"21199","5.04292843741346e-314","LEE COUNTY","2001","LEE COUNTY","OPELIKA",512,363,139,"2005",1,"COUNTY",0
"21201","5.04292843840159e-314","LEE COUNTY","2001","LEE COUNTY","LOACHAPOKA",257,6,250,"2005",1,"COUNTY",0
"21242","5.04292843889566e-314","LEE COUNTY","2001","LEE COUNTY","OPELIKA",625,464,158,"2005",1,"COUNTY",0
"21245","5.04292844037786e-314","LEE COUNTY","2001","LEE COUNTY","SALEM",837,665,156,"2005",1,"COUNTY",0
"29058","5.06812592220755e-314","OPELIKA CITY","2001","LEE COUNTY","OPELIKA",268,44,222,"2002",1,"CITY",0
"29062","5.06812616874631e-314","OPELIKA CITY","2001","LEE COUNTY","OPELIKA",309,116,191,"2002",1,"CITY",0
"29072","5.06812592270162e-314","OPELIKA CITY","2001","LEE COUNTY","OPELIKA",335,114,210,"2002",1,"CITY",0
"29075","5.06812592418381e-314","OPELIKA CITY","2001","LEE COUNTY","OPELIKA",1057,373,655,"2002",1,"CITY",0
"29076","5.06812627348823e-314","OPELIKA CITY","2001","LEE COUNTY","OPELIKA",395,155,230,"2002",1,"CITY",0
"29079","5.06812556746842e-314","OPELIKA CITY","2001","LEE COUNTY","OPELIKA",414,169,236,"2002",1,"CITY",0
"29083","5.06812592368975e-314","OPELIKA CITY","2001","LEE COUNTY","OPELIKA",1239,516,695,"2002",1,"CITY",0
"29084","5.06812592171349e-314","OPELIKA CITY","2001","LEE COUNTY","OPELIKA",81,7,74,"2002",1,"CITY",0
"29087","5.06812544098761e-314","OPELIKA CITY","2001","LEE COUNTY","OPELIKA",272,53,211,"2002",1,"CITY",0
"30887","5.08294792369706e-314","RUSSELL COUNTY","2001","LEE COUNTY","OPELIKA",238,167,67,"2002",1,"COUNTY",0
"976","4.94658597293313e-314","ATHENS CITY","2001","LIMESTONE COUNTY","ATHENS",365,220,93,"2006",1,"CITY",0
"988","4.94658550406483e-314","ATHENS CITY","2001","LIMESTONE COUNTY","ATHENS",228,153,60,"2006",1,"CITY",0
"1017","4.94658597342719e-314","ATHENS CITY","2001","LIMESTONE COUNTY","ATHENS",830,582,195,"2006",1,"CITY",0
"1018","4.94658597392126e-314","ATHENS CITY","2001","LIMESTONE COUNTY","ATHENS",432,301,108,"2006",1,"CITY",0
"1020","4.94658597441532e-314","ATHENS CITY","2001","LIMESTONE COUNTY","ATHENS",276,192,67,"2006",1,"CITY",0
"1090","4.94658597490939e-314","ATHENS CITY","2001","LIMESTONE COUNTY","ATHENS",367,263,75,"2006",1,"CITY",0
"1109","4.94658611472997e-314","ATHENS CITY","2001","LIMESTONE COUNTY","ATHENS",309,196,90,"2006",1,"CITY",0
"21399","5.04441100934681e-314","LIMESTONE COUNTY","2001","LIMESTONE COUNTY","ELKMONT",997,920,65,"STILL OPEN",0,"COUNTY",0
"21469","5.04441063780945e-314","LIMESTONE COUNTY","2001","LIMESTONE COUNTY","ARDMORE",1289,1275,3,"STILL OPEN",0,"COUNTY",0
"21470","5.04441063879758e-314","LIMESTONE COUNTY","2001","LIMESTONE COUNTY","ATHENS",1075,904,128,"STILL OPEN",0,"COUNTY",0
"21472","5.04441063929164e-314","LIMESTONE COUNTY","2001","LIMESTONE COUNTY","ATHENS",815,657,138,"STILL OPEN",0,"COUNTY",0
"21473","5.04441064027978e-314","LIMESTONE COUNTY","2001","LIMESTONE COUNTY","ATHENS",348,339,7,"STILL OPEN",0,"COUNTY",0
"21474","5.04441064176197e-314","LIMESTONE COUNTY","2001","LIMESTONE COUNTY","ATHENS",506,454,28,"STILL OPEN",0,"COUNTY",0
"21475","5.04441064225604e-314","LIMESTONE COUNTY","2001","LIMESTONE COUNTY","ATHENS",231,214,13,"STILL OPEN",0,"COUNTY",0
"21476","5.0444106427501e-314","LIMESTONE COUNTY","2001","LIMESTONE COUNTY","ATHENS",152,100,35,"STILL OPEN",0,"COUNTY",0
"21477","5.04441064324417e-314","LIMESTONE COUNTY","2001","LIMESTONE COUNTY","TANNER",825,465,300,"STILL OPEN",0,"COUNTY",0
"21478","5.0444106442323e-314","LIMESTONE COUNTY","2001","LIMESTONE COUNTY","LESTER",918,893,20,"STILL OPEN",0,"COUNTY",0
"21480","5.04441096241058e-314","LIMESTONE COUNTY","2001","LIMESTONE COUNTY","HARVEST",788,655,100,"STILL OPEN",0,"COUNTY",0
"22338","5.05033944433404e-314","MADISON COUNTY","2001","LIMESTONE COUNTY","HARVEST",359,223,115,"STILL OPEN",0,"COUNTY",0
"22510","5.05033945075689e-314","MADISON COUNTY","2001","LIMESTONE COUNTY","HARVEST",1591,1088,415,"STILL OPEN",0,"COUNTY",0
"22719","5.05033973978529e-314","MADISON COUNTY","2001","LIMESTONE COUNTY","HARVEST",777,601,136,"STILL OPEN",0,"COUNTY",0
"21833","5.04737504107174e-314","LOWNDES COUNTY","2001","LOWNDES COUNTY","HAYNEVILLE",319,0,319,"1991",1,"COUNTY",0
"21834","5.04737504156581e-314","LOWNDES COUNTY","2001","LOWNDES COUNTY","HAYNEVILLE",585,0,584,"1991",1,"COUNTY",0
"21837","5.047375043048e-314","LOWNDES COUNTY","2001","LOWNDES COUNTY","HAYNEVILLE",181,1,178,"1991",1,"COUNTY",0
"21838","5.04737504354207e-314","LOWNDES COUNTY","2001","LOWNDES COUNTY","HAYNEVILLE",273,2,271,"1991",1,"COUNTY",0
"21841","5.04737544620557e-314","LOWNDES COUNTY","2001","LOWNDES COUNTY","HAYNEVILLE",330,5,325,"1991",1,"COUNTY",0
"21842","5.04737544669964e-314","LOWNDES COUNTY","2001","LOWNDES COUNTY","FORT DEPOSIT",307,4,303,"1991",1,"COUNTY",0
"21941","5.04737504057768e-314","LOWNDES COUNTY","2001","LOWNDES COUNTY","LETOHATCHEE",380,4,374,"1991",1,"COUNTY",0
"21972","5.04885772960458e-314","MACON COUNTY","2001","MACON COUNTY","TUSKEGEE",910,3,906,"2006",1,"COUNTY",0
"21984","5.04885724443212e-314","MACON COUNTY","2001","MACON COUNTY","SHORTER",269,1,268,"2006",1,"COUNTY",0
"22051","5.04885724393805e-314","MACON COUNTY","2001","MACON COUNTY","TUSKEGEE",455,0,455,"2006",1,"COUNTY",0
"22089","5.04885724196179e-314","MACON COUNTY","2001","MACON COUNTY","NOTASULGA",487,119,368,"2006",1,"COUNTY",0
"22092","5.04885724344399e-314","MACON COUNTY","2001","MACON COUNTY","TUSKEGEE",525,0,525,"2006",1,"COUNTY",0
"33943","5.09925214040451e-314","TALLAPOOSA COUNTY","2001","MACON COUNTY","NOTASULGA",748,416,329,"2004",1,"COUNTY",0
"16968","5.02958858098459e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",386,209,169,"STILL OPEN",0,"CITY",0
"16969","5.02958858147866e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",303,246,39,"STILL OPEN",0,"CITY",0
"16970","5.02958858197272e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",314,249,55,"STILL OPEN",0,"CITY",0
"16971","5.02958858246679e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",322,25,297,"STILL OPEN",0,"CITY",0
"16972","5.02958858296085e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",329,150,154,"STILL OPEN",0,"CITY",0
"16973","5.02958858394898e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",197,72,122,"STILL OPEN",0,"CITY",0
"16974","5.02958858444305e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",670,45,611,"STILL OPEN",0,"CITY",0
"16975","5.02958858493712e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",430,393,22,"STILL OPEN",0,"CITY",0
"16976","5.02958858543118e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",1891,1655,68,"STILL OPEN",0,"CITY",0
"16977","5.02958858592525e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",513,55,445,"STILL OPEN",0,"CITY",0
"16978","5.02958858641931e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",1040,858,143,"STILL OPEN",0,"CITY",0
"16979","5.02958858691338e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",758,655,86,"STILL OPEN",0,"CITY",0
"16980","5.02958858740744e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",820,27,783,"STILL OPEN",0,"CITY",0
"16981","5.02958858790151e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",536,499,26,"STILL OPEN",0,"CITY",0
"16982","5.02958858839557e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",431,12,417,"STILL OPEN",0,"CITY",0
"16983","5.02958858888964e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",942,363,567,"STILL OPEN",0,"CITY",0
"16984","5.02958858938371e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",222,89,129,"STILL OPEN",0,"CITY",0
"16985","5.02958858987777e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",354,148,179,"STILL OPEN",0,"CITY",0
"16986","5.02958859037184e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",239,218,19,"STILL OPEN",0,"CITY",0
"16987","5.0295885908659e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",293,23,268,"STILL OPEN",0,"CITY",0
"16988","5.02958859185403e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",425,391,14,"STILL OPEN",0,"CITY",0
"16989","5.0295885923481e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",495,235,191,"STILL OPEN",0,"CITY",0
"16990","5.02958859284217e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",508,4,494,"STILL OPEN",0,"CITY",0
"16991","5.02958859333623e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",425,131,262,"STILL OPEN",0,"CITY",0
"16992","5.0295885938303e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",222,19,198,"STILL OPEN",0,"CITY",0
"16993","5.02958859432436e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",503,42,389,"STILL OPEN",0,"CITY",0
"16994","5.02958859531249e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",304,50,246,"STILL OPEN",0,"CITY",0
"16995","5.02958859580656e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",458,11,442,"STILL OPEN",0,"CITY",0
"16996","5.02958859630063e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",546,474,34,"STILL OPEN",0,"CITY",0
"16997","5.02958859679469e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",423,139,249,"STILL OPEN",0,"CITY",0
"16998","5.02958859728876e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",382,293,72,"STILL OPEN",0,"CITY",0
"16999","5.02958895301602e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",27,14,12,"STILL OPEN",0,"CITY",0
"17000","5.02958895351009e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",243,108,89,"STILL OPEN",0,"CITY",0
"17001","5.02958895400415e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",14,2,11,"STILL OPEN",0,"CITY",0
"17003","5.02958902910213e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",452,201,239,"STILL OPEN",0,"CITY",0
"17004","5.0295890295962e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",500,12,480,"STILL OPEN",0,"CITY",0
"17005","5.02958903009026e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",353,153,181,"STILL OPEN",0,"CITY",0
"17006","5.02958903058433e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",452,396,25,"STILL OPEN",0,"CITY",0
"17007","5.02958903107839e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",580,477,63,"STILL OPEN",0,"CITY",0
"17008","5.02958909925945e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",59,19,38,"STILL OPEN",0,"CITY",0
"17009","5.02958915064228e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",653,567,26,"STILL OPEN",0,"CITY",0
"17010","5.02958915113635e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",656,573,31,"STILL OPEN",0,"CITY",0
"17011","5.02958916200579e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",678,293,305,"STILL OPEN",0,"CITY",0
"17328","5.02958840015656e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",337,119,210,"STILL OPEN",0,"CITY",0
"17329","5.02958853800088e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","OWENS CROSS RDS",537,510,18,"STILL OPEN",0,"CITY",0
"17330","5.02958857999646e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",386,297,84,"STILL OPEN",0,"CITY",0
"17331","5.02958858049052e-314","HUNTSVILLE CITY","2001","MADISON COUNTY","HUNTSVILLE",1134,383,670,"STILL OPEN",0,"CITY",0
"22337","5.05033931143038e-314","MADISON COUNTY","2001","MADISON COUNTY","NEW HOPE",692,617,13,"STILL OPEN",0,"COUNTY",0
"22339","5.0503394448281e-314","MADISON COUNTY","2001","MADISON COUNTY","HAZEL GREEN",1096,934,67,"STILL OPEN",0,"COUNTY",0
"22340","5.05033944532217e-314","MADISON COUNTY","2001","MADISON COUNTY","GURLEY",556,466,52,"STILL OPEN",0,"COUNTY",0
"22341","5.05033944581623e-314","MADISON COUNTY","2001","MADISON COUNTY","TONEY",642,530,73,"STILL OPEN",0,"COUNTY",0
"22376","5.05033930846598e-314","MADISON COUNTY","2001","MADISON COUNTY","HUNTSVILLE",832,620,176,"STILL OPEN",0,"COUNTY",0
"22505","5.0503394477925e-314","MADISON COUNTY","2001","MADISON COUNTY","HUNTSVILLE",1010,804,165,"STILL OPEN",0,"COUNTY",0
"22506","5.05033944828656e-314","MADISON COUNTY","2001","MADISON COUNTY","NEW HOPE",352,294,24,"STILL OPEN",0,"COUNTY",0
"22507","5.05033944878063e-314","MADISON COUNTY","2001","MADISON COUNTY","NEW MARKET",415,310,28,"STILL OPEN",0,"COUNTY",0
"22508","5.05033944976876e-314","MADISON COUNTY","2001","MADISON COUNTY","OWENS CROSS RDS",327,259,27,"STILL OPEN",0,"COUNTY",0
"22509","5.05033945026282e-314","MADISON COUNTY","2001","MADISON COUNTY","HUNTSVILLE",697,551,109,"STILL OPEN",0,"COUNTY",0
"22511","5.05033945174502e-314","MADISON COUNTY","2001","MADISON COUNTY","NEW MARKET",312,240,21,"STILL OPEN",0,"COUNTY",0
"22514","5.05033972891585e-314","MADISON COUNTY","2001","MADISON COUNTY","HAZEL GREEN",868,728,72,"STILL OPEN",0,"COUNTY",0
"22515","5.05033972940991e-314","MADISON COUNTY","2001","MADISON COUNTY","TONEY",894,645,205,"STILL OPEN",0,"COUNTY",0
"22720","5.0503398633017e-314","MADISON COUNTY","2001","MADISON COUNTY","NEW MARKET",838,615,148,"STILL OPEN",0,"COUNTY",0
"22721","5.05033986379577e-314","MADISON COUNTY","2001","MADISON COUNTY","HUNTSVILLE",778,692,46,"STILL OPEN",0,"COUNTY",0
"22722","5.05033988701686e-314","MADISON COUNTY","2001","MADISON COUNTY","MERIDIANVILLE",718,583,88,"STILL OPEN",0,"COUNTY",0
"22740","5.05033904661119e-314","MADISON COUNTY","2001","MADISON COUNTY","HAZEL GREEN",1020,913,45,"STILL OPEN",0,"COUNTY",0
"22741","5.05033918494957e-314","MADISON COUNTY","2001","MADISON COUNTY","HUNTSVILLE",797,594,155,"STILL OPEN",0,"COUNTY",0
"22742","5.05033930648972e-314","MADISON COUNTY","2001","MADISON COUNTY","GURLEY",504,417,39,"STILL OPEN",0,"COUNTY",0
"11481","4.99994440903513e-314","DEMOPOLIS CITY","2001","MARENGO COUNTY","DEMOPOLIS",587,323,258,"1979",1,"CITY",0
"11483","4.99994455379636e-314","DEMOPOLIS CITY","2001","MARENGO COUNTY","DEMOPOLIS",611,262,341,"1979",1,"CITY",0
"11484","4.99994455429043e-314","DEMOPOLIS CITY","2001","MARENGO COUNTY","DEMOPOLIS",581,261,310,"1979",1,"CITY",0
"11495","4.99994455280823e-314","DEMOPOLIS CITY","2001","MARENGO COUNTY","DEMOPOLIS",562,276,279,"1979",1,"CITY",0
"21672","5.04589284265202e-314","LINDEN CITY","2001","MARENGO COUNTY","LINDEN",188,10,178,"1977",1,"CITY",0
"21698","5.04589284215796e-314","LINDEN CITY","2001","MARENGO COUNTY","LINDEN",291,3,285,"1977",1,"CITY",0
"21710","5.04589284166389e-314","LINDEN CITY","2001","MARENGO COUNTY","LINDEN",151,1,150,"1977",1,"CITY",0
"22907","5.05182164967068e-314","MARENGO COUNTY","2001","MARENGO COUNTY","THOMASTON",399,3,383,"1983",1,"COUNTY",0
"22909","5.05182165065881e-314","MARENGO COUNTY","2001","MARENGO COUNTY","DEMOPOLIS",247,0,247,"1983",1,"COUNTY",0
"22923","5.05182165164694e-314","MARENGO COUNTY","2001","MARENGO COUNTY","DIXONS MILLS",496,0,496,"1983",1,"COUNTY",0
"22939","5.051821652141e-314","MARENGO COUNTY","2001","MARENGO COUNTY","SWEET WATER",587,265,310,"1983",1,"COUNTY",0
"23222","5.05478604799231e-314","MARION COUNTY","2001","MARION COUNTY","BRILLIANT",246,245,0,"STILL OPEN",0,"COUNTY",0
"23260","5.05478634146731e-314","MARION COUNTY","2001","MARION COUNTY","BEAR CREEK",332,331,0,"STILL OPEN",0,"COUNTY",0
"23263","5.05478604848638e-314","MARION COUNTY","2001","MARION COUNTY","BRILLIANT",169,169,0,"STILL OPEN",0,"COUNTY",0
"23264","5.05478604898045e-314","MARION COUNTY","2001","MARION COUNTY","GUIN",238,210,28,"STILL OPEN",0,"COUNTY",0
"23265","5.05478604996858e-314","MARION COUNTY","2001","MARION COUNTY","GUIN",283,252,26,"STILL OPEN",0,"COUNTY",0
"23278","5.05478605046264e-314","MARION COUNTY","2001","MARION COUNTY","HACKLEBURG",612,603,3,"STILL OPEN",0,"COUNTY",0
"23282","5.05478610925645e-314","MARION COUNTY","2001","MARION COUNTY","HAMILTON",9,9,0,"STILL OPEN",0,"COUNTY",0
"23283","5.05478605095671e-314","MARION COUNTY","2001","MARION COUNTY","HAMILTON",555,519,27,"STILL OPEN",0,"COUNTY",0
"23284","5.05478605145077e-314","MARION COUNTY","2001","MARION COUNTY","HAMILTON",440,419,18,"STILL OPEN",0,"COUNTY",0
"23285","5.05478605194484e-314","MARION COUNTY","2001","MARION COUNTY","BEAR CREEK",245,245,0,"STILL OPEN",0,"COUNTY",0
"23288","5.05478638939168e-314","MARION COUNTY","2001","MARION COUNTY","HAMILTON",675,626,35,"STILL OPEN",0,"COUNTY",0
"37010","5.11555586650478e-314","WINFIELD CITY","2001","MARION COUNTY","WINFIELD",322,303,16,"STILL OPEN",0,"CITY",0
"37011","5.11555636649922e-314","WINFIELD CITY","2001","MARION COUNTY","WINFIELD",378,357,19,"STILL OPEN",0,"CITY",0
"37013","5.11555649396815e-314","WINFIELD CITY","2001","MARION COUNTY","WINFIELD",582,543,28,"STILL OPEN",0,"CITY",0
"13183","5.00883776111292e-314","ETOWAH COUNTY","2001","MARSHALL COUNTY","BOAZ",378,355,1,"2007",1,"COUNTY",0
"13359","5.00883776901797e-314","ETOWAH COUNTY","2001","MARSHALL COUNTY","BOAZ",264,261,1,"2007",1,"COUNTY",0
"15425","5.02415383961178e-314","GUNTERSVILLE CITY","2001","MARSHALL COUNTY","GUNTERSVILLE",434,342,73,"2011",1,"CITY",0
"15426","5.02415384010584e-314","GUNTERSVILLE CITY","2001","MARSHALL COUNTY","GUNTERSVILLE",520,450,62,"2011",1,"CITY",0
"15437","5.02415383862365e-314","GUNTERSVILLE CITY","2001","MARSHALL COUNTY","GUNTERSVILLE",430,373,48,"2011",1,"CITY",0
"15438","5.02415383911771e-314","GUNTERSVILLE CITY","2001","MARSHALL COUNTY","GUNTERSVILLE",442,371,66,"2011",1,"CITY",0
"23325","4.940953334554e-314","MARSHALL COUNTY","2001","MARSHALL COUNTY","BOAZ",582,531,5,"STILL OPEN",0,"COUNTY",0
"23326","4.9409533360362e-314","MARSHALL COUNTY","2001","MARSHALL COUNTY","UNION GROVE",212,208,0,"STILL OPEN",0,"COUNTY",0
"23357","4.94095295857004e-314","MARSHALL COUNTY","2001","MARSHALL COUNTY","BOAZ",480,450,5,"STILL OPEN",0,"COUNTY",0
"23358","4.94095299315464e-314","MARSHALL COUNTY","2001","MARSHALL COUNTY","GRANT",355,355,0,"STILL OPEN",0,"COUNTY",0
"23359","4.94095332862521e-314","MARSHALL COUNTY","2001","MARSHALL COUNTY","ALBERTVILLE",396,382,0,"STILL OPEN",0,"COUNTY",0
"23360","4.94095332961334e-314","MARSHALL COUNTY","2001","MARSHALL COUNTY","BOAZ",629,606,2,"STILL OPEN",0,"COUNTY",0
"23361","4.94095333060148e-314","MARSHALL COUNTY","2001","MARSHALL COUNTY","GUNTERSVILLE",283,280,0,"STILL OPEN",0,"COUNTY",0
"23362","4.94095333109554e-314","MARSHALL COUNTY","2001","MARSHALL COUNTY","DOUGLAS",414,386,1,"STILL OPEN",0,"COUNTY",0
"23363","4.94095333158961e-314","MARSHALL COUNTY","2001","MARSHALL COUNTY","DOUGLAS",518,502,0,"STILL OPEN",0,"COUNTY",0
"23364","4.94095333257774e-314","MARSHALL COUNTY","2001","MARSHALL COUNTY","ARAB",303,297,0,"STILL OPEN",0,"COUNTY",0
"23365","4.94095333405994e-314","MARSHALL COUNTY","2001","MARSHALL COUNTY","GRANT",409,407,1,"STILL OPEN",0,"COUNTY",0
"23453","4.94095359591473e-314","MARSHALL COUNTY","2001","MARSHALL COUNTY","HORTON",438,385,0,"STILL OPEN",0,"COUNTY",0
"23454","4.94095360629011e-314","MARSHALL COUNTY","2001","MARSHALL COUNTY","GUNTERSVILLE",482,477,0,"STILL OPEN",0,"COUNTY",0
"23455","4.94095373030058e-314","MARSHALL COUNTY","2001","MARSHALL COUNTY","GRANT",419,418,0,"STILL OPEN",0,"COUNTY",0
"23456","4.94095377773089e-314","MARSHALL COUNTY","2001","MARSHALL COUNTY","BOAZ",559,492,10,"STILL OPEN",0,"COUNTY",0
"23457","4.94095379304692e-314","MARSHALL COUNTY","2001","MARSHALL COUNTY","DOUGLAS",440,409,0,"STILL OPEN",0,"COUNTY",0
"24891","5.05775029908239e-314","MOBILE COUNTY","2001","MOBILE COUNTY","SEMMES",691,674,12,"1997",1,"COUNTY",0
"24892","5.05775045767746e-314","MOBILE COUNTY","2001","MOBILE COUNTY","SARALAND",941,598,324,"1997",1,"COUNTY",0
"24893","5.05775045817153e-314","MOBILE COUNTY","2001","MOBILE COUNTY","MOBILE",290,104,173,"1997",1,"COUNTY",0
"24894","5.05775045866559e-314","MOBILE COUNTY","2001","MOBILE COUNTY","BAYOU LA BATRE",555,411,49,"1997",1,"COUNTY",0
"24895","5.05775045915966e-314","MOBILE COUNTY","2001","MOBILE COUNTY","MOBILE",383,198,183,"1997",1,"COUNTY",0
"24896","5.05775045965373e-314","MOBILE COUNTY","2001","MOBILE COUNTY","MOBILE",751,136,535,"1997",1,"COUNTY",0
